Entity,Relation,Target
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Duration of Effect
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The clinical effect of Dysport Aesthetic may last up to 4 months. Dysport Aesthetic should not be
Dysport_aesthetic_pm_e_sep_29,has_contraindication,Do not use after the expiration date on the vial.
Dysport_aesthetic_pm_e_sep_29,has_ingredient,"Structural formula:  AbobotulinumtoxinA (Botulinum toxin type A), the active ingredient in"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,at maximum smile. Duration of effect compared with placebo was assessed up to Week 16.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,of effect was reported as soon as 24 hours; the median time to onset of treatment response was
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"improvement, at maximum frown, at Day 30. Onset of effect was reported as soon as 24 hours;"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,increase in adverse events with repeated exposure.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"Reproductive and Developmental Toxicology: In a study evaluating postnatal effects,"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,weaning of the litters (21 days postpartum). There was no effect of treatment on in utero
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"survival. Evaluation of the offspring showed no effects on survival, body weights, sexual"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Fertility and Reproductive Toxicity: Dysport Aesthetic had no effect upon fertility when
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,males. There were no effects upon implantation parameters at doses up to and including 8
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,due to impaired hind limb function (result of the pharmacological effect on the muscle). The
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Teratogenic Effects: Dysport Aesthetic was not teratogenic when evaluated in rats and rabbits.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"Reproductive and Developmental Effects: In a study evaluating postnatal effects, pregnant"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,of the litters (21 days postpartum). There was no effect of treatment on in utero survival.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"Evaluation of the offspring showed no effects on survival, body weights, sexual maturation,"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"reversibility of effects, subgroups of animals were sacrificed after 7, 30, 60 and 90 days of"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"observation. No adverse systemic signs were observed, and there were no local reactions at the"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,site of injection. Treatment related effects were limited to a reduction in the size and weight of
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"the injected muscle, considered to be a pharmacological effect of the drug. Muscle size"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Ocular or Dermal Irritation: A local tolerance study in rabbits showed no adverse effects when
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,instilled into the eye. There was no evidence of local effects at the site of injection in any of the
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,READ THIS FOR SAFE AND EFFECTIVE USE OF YOUR MEDICINE
Dysport_aesthetic_pm_e_sep_29,has_ingredient,What are the ingredients in Dysport Aesthetic?
Dysport_aesthetic_pm_e_sep_29,has_ingredient,Medicinal ingredients:  abobotulinumtoxinA
Dysport_aesthetic_pm_e_sep_29,has_ingredient,Non-medicinal ingredients: Human serum albumin and lactose monohydrate
Dysport_aesthetic_pm_e_sep_29,has_contraindication,Do not use Dysport Aesthetic if:
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,DISTANT SPREAD OF TOXIN EFFECTS: The effects of Dysport Aesthetic and all
Dysport_aesthetic_pm_e_sep_29,has_ingredient,• You are allergic or sensitive to any of the ingredients
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"To help avoid side effects and ensure proper use, talk to your healthcare professional"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Side effects may occur from misplaced injections of Dysport Aesthetic temporarily paralyzing
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,nearby muscle groups. There have been very rare reports of side effects that may be related to
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"• The effect of Dysport Aesthetic may be increased by aminoglycoside antibiotics (e.g.,"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Overdose with Dysport Aesthetic is a relative term that can reflect undesired aesthetic effect.
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,What are possible side effects from using Dysport Aesthetic?
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,These are not all the possible side effects you may have when taking Dysport Aesthetic. If you
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"experience any side effects not listed here, tell your healthcare professional."
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The most commonly reported side effects (≥ 3%) were:
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,The following additional side effects have been reported with Dysport Aesthetic:
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,"Injection site reactions (e.g. bruising, itchy skin, swelling)"
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,If you have a troublesome symptom or side effect that is not listed here or becomes bad enough
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Reporting Side Effects
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,You can report any suspected side effects associated with the use of health products to
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,Visiting the Web page on Adverse Reaction Reporting
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,(https://www.canada.ca/en/health-canada/services/drugs-health-products/medeffect-
Dysport_aesthetic_pm_e_sep_29,has_adverse_effect,side effects. The Canada Vigilance Program does not provide medical advice.
